SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S47ANA0M400923,constant,19822,19822,0,20,78.0,93.0,129.0,495.0,1044.0,1712866408,4376018363630460
S47ANA0M400923,constant,39749,39749,0,50,78.0,94.0,149.0,1096.0,2295.0,1712866412,4376027034107196
S47ANA0M400923,constant,59396,59396,0,85,79.0,95.0,331.0,1873.0,2766.0,1712866415,4376035655600433
S47ANA0M400923,constant,79542,79542,0,111,79.0,97.0,616.0,2185.0,3151.0,1712866419,4376044309327758
S47ANA0M400923,constant,99370,99370,0,136,80.0,102.0,953.0,2532.0,3369.0,1712866422,4376052955332615
S47ANA0M400923,constant,119087,119087,0,156,81.0,110.0,1310.0,2920.0,3540.0,1712866426,4376061604436877
S47ANA0M400923,constant,139441,139441,0,202,81.0,120.0,1643.0,3070.0,3815.0,1712866430,4376070275856516
S47ANA0M400923,constant,159374,159374,0,254,83.0,130.0,1954.0,3224.0,3985.0,1712866433,4376078926504797
S47ANA0M400923,constant,179157,179157,0,290,84.0,138.0,2236.0,3431.0,4127.0,1712866437,4376087589131247
S47ANA0M400923,constant,198959,198959,0,316,86.0,148.0,2430.0,3642.0,4215.0,1712866440,4376096244509031
S47ANA0M400923,constant,218848,218848,0,330,88.0,162.0,2551.0,3675.0,4357.0,1712866444,4376104917136179
S47ANA0M400923,constant,239337,239337,0,577,92.0,253.0,2714.0,3917.0,5157.0,1712866448,4376113598997039
S47ANA0M400923,constant,258786,258786,0,529,94.0,526.0,3054.0,4649.0,5806.0,1712866451,4376122266420582
S47ANA0M400923,constant,278282,278282,0,562,96.0,871.0,3228.0,4400.0,5613.0,1712866455,4376130951703455
S47ANA0M400923,constant,298597,298597,0,525,102.0,1232.0,3275.0,4281.0,5067.0,1712866458,4376139644306016
S47ANA0M400923,constant,318847,318847,0,536,107.0,1700.0,3687.0,4960.0,6055.0,1712866462,4376148333387375
S47ANA0M400923,constant,339877,339877,0,622,136.0,1785.0,3620.0,4813.0,5726.0,1712866466,4376157037611351
S47ANA0M400923,constant,358386,358386,0,839,157.0,2092.0,3929.0,5239.0,6270.0,1712866469,4376165743199280
S47ANA0M400923,constant,378673,378673,0,805,223.0,2141.0,3988.0,5341.0,6537.0,1712866473,4376174448216618
S47ANA0M400923,constant,398747,398747,0,732,421.0,2266.0,3873.0,5109.0,6123.0,1712866477,4376183160421980
