SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
SDM00001C5D1,constant,21474,21474,0,46,82.0,87.0,770.0,1155.0,1183.0,1768160455,97043079064172157
SDM00001C5D1,constant,43215,43215,0,93,82.0,88.0,139.0,338.0,660.0,1768160458,97043085305907288
SDM00001C5D1,constant,65108,65108,0,124,82.0,88.0,207.0,352.0,417.0,1768160460,97043091549488871
SDM00001C5D1,constant,87147,87147,0,194,82.0,89.0,243.0,361.0,1406.0,1768160463,97043097800106042
SDM00001C5D1,constant,108931,108931,0,271,83.0,90.0,267.0,370.0,457.0,1768160465,97043104037951979
SDM00001C5D1,constant,131129,131129,0,293,83.0,92.0,282.0,380.0,516.0,1768160468,97043110284294549
SDM00001C5D1,constant,153330,153330,0,386,84.0,95.0,294.0,384.0,890.0,1768160471,97043116530962460
SDM00001C5D1,constant,174467,174467,0,394,84.0,98.0,300.0,397.0,812.0,1768160473,97043122778244465
SDM00001C5D1,constant,197214,197214,0,528,85.0,101.0,309.0,417.0,1732.0,1768160476,97043129029460901
SDM00001C5D1,constant,218565,218565,0,519,85.0,106.0,314.0,423.0,1570.0,1768160478,97043135273884527
SDM00001C5D1,constant,241015,241015,0,623,85.0,112.0,323.0,452.0,2337.0,1768160481,97043141529928329
SDM00001C5D1,constant,261681,261681,0,703,86.0,118.0,328.0,452.0,1645.0,1768160484,97043147775043764
SDM00001C5D1,constant,283909,283909,0,736,86.0,126.0,334.0,448.0,1333.0,1768160486,97043154037940730
SDM00001C5D1,constant,305306,305306,0,785,86.0,131.0,341.0,531.0,2338.0,1768160489,97043160287684529
SDM00001C5D1,constant,327551,327551,0,879,87.0,136.0,347.0,564.0,2148.0,1768160491,97043166547856811
SDM00001C5D1,constant,349483,349483,0,916,87.0,143.0,353.0,616.0,2378.0,1768160494,97043172806411427
SDM00001C5D1,constant,370535,370535,0,1015,87.0,149.0,363.0,843.0,2363.0,1768160497,97043179062545394
SDM00001C5D1,constant,392115,392115,0,1096,88.0,160.0,370.0,741.0,2217.0,1768160499,97043185324616298
SDM00001C5D1,constant,414729,414729,0,1184,88.0,171.0,378.0,800.0,2375.0,1768160502,97043191588224615
SDM00001C5D1,constant,435407,435407,0,1277,89.0,183.0,390.0,868.0,2469.0,1768160504,97043197852878279
SDM00001C5D1,constant,457542,457542,0,1245,90.0,197.0,405.0,978.0,2394.0,1768160507,97043204122820709
SDM00001C5D1,constant,481565,481565,0,1350,90.0,213.0,427.0,999.0,2461.0,1768160510,97043210390545932
SDM00001C5D1,constant,501195,501195,0,1426,91.0,223.0,449.0,1407.0,2558.0,1768160512,97043216662327875
SDM00001C5D1,constant,523983,523983,0,1503,92.0,233.0,466.0,1262.0,2523.0,1768160515,97043222932884783
SDM00001C5D1,constant,546153,546153,0,1578,93.0,248.0,509.0,1344.0,2612.0,1768160518,97043229210600909
SDM00001C5D1,constant,567097,567097,0,1684,94.0,262.0,552.0,1773.0,2616.0,1768160520,97043235485346330
SDM00001C5D1,constant,590679,590679,0,1771,95.0,274.0,591.0,1711.0,2637.0,1768160523,97043241764747148
SDM00001C5D1,constant,613241,613241,0,1876,97.0,286.0,616.0,1666.0,2615.0,1768160525,97043248045661604
SDM00001C5D1,constant,633866,633866,0,1822,98.0,294.0,655.0,1767.0,2745.0,1768160528,97043254323201015
SDM00001C5D1,constant,655083,655083,0,1976,100.0,307.0,712.0,1895.0,2732.0,1768160531,97043260607741673
SDM00001C5D1,constant,678440,678440,0,2100,102.0,318.0,763.0,1984.0,2747.0,1768160533,97043266895522646
SDM00001C5D1,constant,700730,700730,0,2201,104.0,329.0,820.0,2068.0,2788.0,1768160536,97043273184468066
SDM00001C5D1,constant,722219,722219,0,2275,106.0,344.0,873.0,2146.0,2721.0,1768160538,97043279479421049
SDM00001C5D1,constant,743452,743452,0,2431,109.0,363.0,934.0,2098.0,2819.0,1768160541,97043285769695961
SDM00001C5D1,constant,763887,763887,0,2467,112.0,380.0,1057.0,2264.0,2826.0,1768160544,97043292063769095
SDM00001C5D1,constant,786463,786463,0,2808,115.0,405.0,1117.0,2241.0,2878.0,1768160546,97043298360406797
SDM00001C5D1,constant,807431,807431,0,2736,120.0,438.0,1212.0,2239.0,2828.0,1768160549,97043304656370345
SDM00001C5D1,constant,830578,830578,0,2788,124.0,475.0,1331.0,2474.0,3014.0,1768160552,97043310963929421
SDM00001C5D1,constant,852948,852948,0,2891,130.0,521.0,1447.0,2439.0,2977.0,1768160554,97043317267111632
SDM00001C5D1,constant,876227,876227,0,2989,137.0,574.0,1521.0,2470.0,2994.0,1768160557,97043323577337978
SDM00001C5D1,constant,894667,894667,0,3123,145.0,621.0,1620.0,2530.0,3009.0,1768160559,97043329882945368
SDM00001C5D1,constant,920061,920061,0,3371,157.0,710.0,1748.0,2638.0,3096.0,1768160562,97043336195936151
SDM00001C5D1,constant,940178,940178,0,3451,169.0,776.0,1857.0,2731.0,3149.0,1768160565,97043342509546269
SDM00001C5D1,constant,960480,960480,0,3733,185.0,845.0,1969.0,2771.0,3253.0,1768160567,97043348826951981
SDM00001C5D1,constant,983057,983057,0,3762,213.0,950.0,2086.0,2837.0,3308.0,1768160570,97043355144440856
SDM00001C5D1,constant,1006742,1006742,0,4411,259.0,1085.0,2271.0,3009.0,3561.0,1768160573,97043361466816872
SDM00001C5D1,constant,1026013,1026013,0,5103,446.0,1345.0,2546.0,3319.0,4021.0,1768160575,97043367789525573
