SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S47ANA0M403393,constant,11463,11463,0,23,17.0,90.0,95.0,526.0,705.0,1767983182,32547821944788378
S47ANA0M403393,constant,22755,22755,0,54,17.0,90.0,139.0,747.0,961.0,1767983185,32547828172652358
S47ANA0M403393,constant,34355,34355,0,68,17.0,91.0,172.0,782.0,1581.0,1767983187,32547834428599110
S47ANA0M403393,constant,46075,46075,0,94,17.0,91.0,250.0,877.0,1863.0,1767983190,32547840681717774
S47ANA0M403393,constant,57585,57585,0,143,17.0,91.0,393.0,1139.0,2297.0,1767983193,32547846913219023
S47ANA0M403393,constant,68782,68782,0,203,17.0,92.0,498.0,1362.0,2449.0,1767983195,32547853160710140
S47ANA0M403393,constant,80983,80983,0,219,18.0,92.0,562.0,1647.0,2390.0,1767983198,32547859410642546
S47ANA0M403393,constant,92434,92434,0,253,18.0,92.0,671.0,2021.0,3430.0,1767983200,32547865651115352
S47ANA0M403393,constant,103747,103747,0,295,18.0,92.0,758.0,2095.0,4523.0,1767983203,32547871891384629
S47ANA0M403393,constant,115028,115028,0,335,18.0,93.0,923.0,2790.0,5078.0,1767983206,32547878136298269
S47ANA0M403393,constant,127575,127575,0,367,18.0,94.0,1001.0,2393.0,3068.0,1767983208,32547884389089639
S47ANA0M403393,constant,138109,138109,0,434,19.0,95.0,1185.0,2536.0,3080.0,1767983211,32547890626752015
S47ANA0M403393,constant,150151,150151,0,436,19.0,97.0,1276.0,2607.0,3366.0,1767983213,32547896883631446
S47ANA0M403393,constant,161506,161506,0,498,19.0,107.0,1411.0,2707.0,3645.0,1767983216,32547903125863356
S47ANA0M403393,constant,173299,173299,0,527,19.0,120.0,1443.0,2655.0,3370.0,1767983219,32547909382720287
S47ANA0M403393,constant,185374,185374,0,566,20.0,131.0,1528.0,2713.0,4563.0,1767983221,32547915630970644
S47ANA0M403393,constant,197160,197160,0,593,20.0,181.0,1830.0,3486.0,5579.0,1767983224,32547921883026672
S47ANA0M403393,constant,207820,207820,0,690,21.0,224.0,1931.0,2997.0,3647.0,1767983226,32547928136420415
S47ANA0M403393,constant,220327,220327,0,657,21.0,298.0,2026.0,3022.0,3544.0,1767983229,32547934397868447
S47ANA0M403393,constant,230121,230121,0,712,22.0,318.0,2019.0,3034.0,3552.0,1767983232,32547940643294559
S47ANA0M403393,constant,243251,243251,0,713,23.0,364.0,2080.0,3592.0,5572.0,1767983234,32547946910596932
S47ANA0M403393,constant,254572,254572,0,827,24.0,523.0,2399.0,3859.0,5523.0,1767983237,32547953169071940
S47ANA0M403393,constant,266269,266269,0,868,25.0,543.0,2317.0,3233.0,3750.0,1767983239,32547959428185006
S47ANA0M403393,constant,276640,276640,0,888,26.0,600.0,2363.0,3249.0,3740.0,1767983242,32547965685214752
S47ANA0M403393,constant,289054,289054,0,910,28.0,650.0,2410.0,3953.0,5565.0,1767983245,32547971952152808
S47ANA0M403393,constant,300434,300434,0,1090,28.0,800.0,2600.0,3427.0,4109.0,1767983247,32547978210348090
S47ANA0M403393,constant,312637,312637,0,1054,29.0,844.0,2617.0,3608.0,5024.0,1767983250,32547984484087686
S47ANA0M403393,constant,323988,323988,0,1336,30.0,854.0,2591.0,3470.0,5042.0,1767983252,32547990748898802
S47ANA0M403393,constant,330709,330709,0,6107,34.0,1344.0,7059.0,11322.0,12681.0,1767983255,32547997019225301
S47ANA0M403393,constant,346874,346874,0,1308,34.0,1080.0,2873.0,3934.0,5640.0,1767983258,32548003290528012
