SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S47ANA0M403393,constant,22999,22999,0,46,76.0,92.0,119.0,151.0,167.0,1767984419,32550790408053531
S47ANA0M403393,constant,45702,45702,0,117,77.0,93.0,134.0,166.0,200.0,1767984422,32550796657529229
S47ANA0M403393,constant,69157,69157,0,186,77.0,94.0,144.0,178.0,213.0,1767984424,32550802900977234
S47ANA0M403393,constant,91910,91910,0,254,78.0,97.0,149.0,191.0,224.0,1767984427,32550809138286795
S47ANA0M403393,constant,114874,114874,0,310,79.0,102.0,158.0,203.0,257.0,1767984429,32550815377392471
S47ANA0M403393,constant,138992,138992,0,379,81.0,110.0,165.0,218.0,274.0,1767984432,32550821629013097
S47ANA0M403393,constant,160786,160786,0,479,82.0,116.0,173.0,233.0,295.0,1767984435,32550827872005219
S47ANA0M403393,constant,184903,184903,0,530,84.0,123.0,183.0,249.0,317.0,1767984437,32550834122797950
S47ANA0M403393,constant,208803,208803,0,617,86.0,129.0,191.0,264.0,325.0,1767984440,32550840372532368
S47ANA0M403393,constant,230686,230686,0,680,89.0,133.0,200.0,278.0,351.0,1767984442,32550846618801597
S47ANA0M403393,constant,254664,254664,0,811,90.0,138.0,210.0,298.0,404.0,1767984445,32550852879285285
S47ANA0M403393,constant,278060,278060,0,889,91.0,143.0,220.0,319.0,433.0,1767984448,32550859128708939
S47ANA0M403393,constant,299469,299469,0,939,92.0,147.0,233.0,332.0,441.0,1767984450,32550865382988006
S47ANA0M403393,constant,324815,324815,0,1048,93.0,153.0,250.0,361.0,511.0,1767984453,32550871643839119
S47ANA0M403393,constant,346665,346665,0,1055,94.0,159.0,262.0,380.0,545.0,1767984455,32550877898431389
S47ANA0M403393,constant,369261,369261,0,1186,95.0,165.0,278.0,411.0,564.0,1767984458,32550884160511416
S47ANA0M403393,constant,394880,394880,0,1172,97.0,174.0,298.0,434.0,610.0,1767984461,32550890422658658
S47ANA0M403393,constant,416702,416702,0,1389,99.0,182.0,319.0,473.0,619.0,1767984463,32550896682053703
S47ANA0M403393,constant,439775,439775,0,1435,102.0,192.0,340.0,515.0,691.0,1767984466,32550902949160623
S47ANA0M403393,constant,464527,464527,0,1430,105.0,204.0,365.0,554.0,761.0,1767984469,32550909215661534
S47ANA0M403393,constant,486709,486709,0,1652,110.0,217.0,397.0,605.0,844.0,1767984471,32550915484999095
S47ANA0M403393,constant,508240,508240,0,1684,115.0,233.0,437.0,676.0,908.0,1767984474,32550921752107815
S47ANA0M403393,constant,531704,531704,0,1675,121.0,251.0,482.0,750.0,991.0,1767984476,32550928027485126
S47ANA0M403393,constant,555439,555439,0,1934,128.0,270.0,527.0,827.0,1111.0,1767984479,32550934304333964
S47ANA0M403393,constant,579915,579915,0,2012,136.0,296.0,576.0,880.0,1170.0,1767984482,32550940580369679
S47ANA0M403393,constant,602568,602568,0,1904,143.0,326.0,646.0,995.0,1365.0,1767984484,32550946862201211
S47ANA0M403393,constant,624913,624913,0,2154,151.0,361.0,724.0,1161.0,1530.0,1767984487,32550953140733967
S47ANA0M403393,constant,649824,649824,0,2274,161.0,411.0,847.0,1289.0,1680.0,1767984489,32550959426676672
S47ANA0M403393,constant,672800,672800,0,2474,173.0,477.0,980.0,1477.0,2079.0,1767984492,32550965710666815
S47ANA0M403393,constant,695375,695375,0,2557,195.0,564.0,1109.0,1628.0,2005.0,1767984495,32550971999846310
