SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KC01659,constant,12361,12361,0,16,16.0,17.0,21.0,35.0,45.0,1767940586,96517826853025353
S39WNA0KC01659,constant,24624,24624,0,43,16.0,18.0,26.0,35.0,41.0,1767940589,96517833105259080
S39WNA0KC01659,constant,37451,37451,0,68,16.0,18.0,30.0,39.0,65.0,1767940592,96517839359479725
S39WNA0KC01659,constant,49555,49555,0,100,16.0,18.0,32.0,41.0,83.0,1767940594,96517845593662416
S39WNA0KC01659,constant,62172,62172,0,136,16.0,19.0,33.0,46.0,63.0,1767940597,96517851829088331
S39WNA0KC01659,constant,74754,74754,0,165,16.0,20.0,35.0,176.0,421.0,1767940599,96517858077360549
S39WNA0KC01659,constant,87332,87332,0,200,16.0,20.0,35.0,56.0,473.0,1767940602,96517864321517349
S39WNA0KC01659,constant,100057,100057,0,241,16.0,22.0,36.0,57.0,444.0,1767940605,96517870554091119
S39WNA0KC01659,constant,112811,112811,0,253,17.0,24.0,38.0,227.0,497.0,1767940607,96517876804490670
S39WNA0KC01659,constant,126104,126104,0,317,17.0,25.0,37.0,85.0,328.0,1767940610,96517883055928521
S39WNA0KC01659,constant,138711,138711,0,358,17.0,27.0,42.0,1224.0,2007.0,1767940612,96517889299671030
S39WNA0KC01659,constant,150107,150107,0,419,17.0,28.0,42.0,865.0,1182.0,1767940615,96517895538793800
S39WNA0KC01659,constant,162262,162262,0,447,17.0,29.0,56.0,1160.0,1529.0,1767940618,96517901788641597
S39WNA0KC01659,constant,174832,174832,0,487,17.0,30.0,43.0,1380.0,1855.0,1767940620,96517908036522306
S39WNA0KC01659,constant,188133,188133,0,550,18.0,31.0,50.0,473.0,957.0,1767940623,96517914283121265
S39WNA0KC01659,constant,200619,200619,0,591,18.0,33.0,608.0,2010.0,2295.0,1767940625,96517920528277209
S39WNA0KC01659,constant,214080,214080,0,612,18.0,32.0,52.0,977.0,1176.0,1767940628,96517926788108214
S39WNA0KC01659,constant,226101,226101,0,595,19.0,34.0,924.0,1878.0,2089.0,1767940631,96517933036579797
S39WNA0KC01659,constant,238255,238255,0,721,19.0,34.0,900.0,2227.0,2453.0,1767940633,96517939291893816
S39WNA0KC01659,constant,248674,248674,0,2598,20.0,36.0,2004.0,10566.0,11454.0,1767940636,96517945544789739
S39WNA0KC01659,constant,263741,263741,0,962,21.0,40.0,2722.0,4861.0,5342.0,1767940638,96517951796775327
S39WNA0KC01659,constant,277486,277486,0,816,22.0,41.0,2081.0,3086.0,3517.0,1767940641,96517958059648602
S39WNA0KC01659,constant,288212,288212,0,888,23.0,45.0,2661.0,4762.0,5219.0,1767940644,96517964314318470
S39WNA0KC01659,constant,302185,302185,0,901,24.0,54.0,2190.0,2897.0,3092.0,1767940646,96517970580561777
S39WNA0KC01659,constant,314142,314142,0,951,26.0,57.0,2129.0,3077.0,3340.0,1767940649,96517976842100007
S39WNA0KC01659,constant,324199,324199,0,3978,27.0,325.0,3827.0,13018.0,14181.0,1767940651,96517983101689536
S39WNA0KC01659,constant,336007,335987,18,3386,29.0,665.0,3990.0,12750.0,13624.0,1767940654,96517989371063754
S39WNA0KC01659,constant,351778,351405,337,1109,36.0,1930.0,5995.0,inf,inf,1767940657,96517995643681074
S39WNA0KC01659,constant,363503,361712,1623,1262,35.0,1986.0,8251.0,inf,inf,1767940659,96518001913036821
S39WNA0KC01659,constant,376983,376142,760,1188,43.0,3310.0,6398.0,inf,inf,1767940662,96518008196289696
