SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KB01161,constant,17138,17138,0,32,75.0,89.0,109.0,2280.0,3601.0,1707848832,3085507759885530
S39WNA0KB01161,constant,34843,34843,0,50,76.0,90.0,525.0,2668.0,3857.0,1707848836,3085518872955909
S39WNA0KB01161,constant,52061,52061,0,93,76.0,90.0,1250.0,2778.0,3880.0,1707848841,3085529910587229
S39WNA0KB01161,constant,69637,69637,0,131,76.0,91.0,1595.0,2888.0,3949.0,1707848845,3085540964807199
S39WNA0KB01161,constant,86769,86769,0,166,76.0,92.0,1855.0,2909.0,3907.0,1707848850,3085552005871680
S39WNA0KB01161,constant,104505,104505,0,183,77.0,94.0,1914.0,4017.0,6529.0,1707848855,3085563065712423
S39WNA0KB01161,constant,121792,121792,0,215,77.0,97.0,2233.0,3240.0,4259.0,1707848859,3085574129494164
S39WNA0KB01161,constant,139159,139159,0,282,78.0,100.0,2288.0,3338.0,4218.0,1707848864,3085585201229517
S39WNA0KB01161,constant,156926,156926,0,306,79.0,104.0,2293.0,3283.0,4123.0,1707848869,3085596265689621
S39WNA0KB01161,constant,174215,174215,0,316,79.0,115.0,2314.0,3298.0,4117.0,1707848873,3085607335702635
S39WNA0KB01161,constant,191842,191842,0,427,80.0,138.0,2382.0,4215.0,6643.0,1707848878,3085618419996630
S39WNA0KB01161,constant,208500,208500,0,427,81.0,154.0,2540.0,3671.0,4345.0,1707848882,3085629495038223
S39WNA0KB01161,constant,226396,226396,0,475,82.0,223.0,2515.0,3679.0,4330.0,1707848887,3085640593804692
S39WNA0KB01161,constant,244341,244341,0,515,83.0,353.0,2491.0,3675.0,4307.0,1707848892,3085651686053880
S39WNA0KB01161,constant,261598,261598,0,572,86.0,798.0,2930.0,4591.0,8012.0,1707848896,3085662785662917
S39WNA0KB01161,constant,278586,278586,0,605,87.0,756.0,2690.0,3925.0,4496.0,1707848901,3085673879969340
S39WNA0KB01161,constant,296499,296499,0,709,90.0,951.0,2967.0,4570.0,7181.0,1707848905,3085685002090743
S39WNA0KB01161,constant,314075,314075,0,721,95.0,1168.0,2986.0,4295.0,5033.0,1707848910,3085696106375445
S39WNA0KB01161,constant,330549,330549,0,724,97.0,1128.0,2893.0,4147.0,4927.0,1707848915,3085707235569717
S39WNA0KB01161,constant,348655,348655,0,828,133.0,1588.0,3464.0,4765.0,7351.0,1707848919,3085718353612758
