SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
SDM000015A60,constant,26534,26534,0,46,22.0,85.0,115.0,321.0,408.0,1710131916,1296205752881508
SDM000015A60,constant,52940,52940,0,112,22.0,85.0,224.0,347.0,416.0,1710131921,1296216807179610
SDM000015A60,constant,79109,79109,0,161,22.0,85.0,272.0,369.0,727.0,1710131926,1296227837006127
SDM000015A60,constant,105989,105989,0,249,24.0,86.0,288.0,378.0,745.0,1710131930,1296238892928135
SDM000015A60,constant,132950,132950,0,300,26.0,87.0,301.0,395.0,1098.0,1710131935,1296249948351888
SDM000015A60,constant,158875,158875,0,373,27.0,89.0,310.0,400.0,1583.0,1710131939,1296260984380587
SDM000015A60,constant,186100,186100,0,418,28.0,92.0,318.0,409.0,1450.0,1710131944,1296272044394754
SDM000015A60,constant,211862,211862,0,507,30.0,97.0,325.0,417.0,1773.0,1710131949,1296283102092984
SDM000015A60,constant,239579,239579,0,570,32.0,107.0,331.0,429.0,2057.0,1710131953,1296294191201373
SDM000015A60,constant,265615,265615,0,604,33.0,123.0,339.0,458.0,2187.0,1710131958,1296305269664292
SDM000015A60,constant,291672,291672,0,711,36.0,141.0,348.0,501.0,2040.0,1710131962,1296316342245828
SDM000015A60,constant,318458,318458,0,814,36.0,161.0,364.0,557.0,2338.0,1710131967,1296327438856620
SDM000015A60,constant,345844,345844,0,855,37.0,180.0,380.0,587.0,2319.0,1710131972,1296338535882204
SDM000015A60,constant,371857,371857,0,964,39.0,197.0,389.0,611.0,2275.0,1710131976,1296349638685146
SDM000015A60,constant,398837,398837,0,971,43.0,214.0,400.0,676.0,2342.0,1710131981,1296360731511168
SDM000015A60,constant,423612,423612,0,1133,43.0,227.0,411.0,806.0,2396.0,1710131986,1296371826327276
SDM000015A60,constant,452184,452184,0,1211,48.0,239.0,422.0,914.0,2483.0,1710131990,1296382954838886
SDM000015A60,constant,478911,478911,0,1334,50.0,251.0,436.0,1076.0,2505.0,1710131995,1296394075074402
SDM000015A60,constant,504786,504786,0,1445,53.0,262.0,453.0,1090.0,2514.0,1710132000,1296405196594362
SDM000015A60,constant,532191,532191,0,1426,57.0,273.0,479.0,1211.0,2544.0,1710132004,1296416332843572
SDM000015A60,constant,558985,558985,0,1613,62.0,283.0,499.0,1304.0,2544.0,1710132009,1296427472083293
SDM000015A60,constant,584281,584281,0,1670,70.0,293.0,519.0,1454.0,2548.0,1710132013,1296438605514072
SDM000015A60,constant,612007,612007,0,1847,74.0,303.0,535.0,1566.0,2648.0,1710132018,1296449756285340
SDM000015A60,constant,637860,637860,0,1874,77.0,312.0,559.0,1736.0,2690.0,1710132023,1296460911041880
SDM000015A60,constant,664778,664778,0,2023,81.0,323.0,580.0,1740.0,2710.0,1710132027,1296472064106561
SDM000015A60,constant,691022,691022,0,2187,84.0,336.0,609.0,1885.0,2756.0,1710132032,1296483227687688
SDM000015A60,constant,717854,717854,0,2384,86.0,350.0,642.0,1859.0,2777.0,1710132037,1296494402472879
SDM000015A60,constant,744714,744714,0,2395,94.0,367.0,689.0,1946.0,2773.0,1710132041,1296505579887309
SDM000015A60,constant,771334,771334,0,2556,122.0,402.0,745.0,2022.0,2751.0,1710132046,1296516756093963
SDM000015A60,constant,797645,797645,0,2725,173.0,517.0,930.0,2080.0,2808.0,1710132051,1296527947885002
