SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S5CVNA0N101050,constant,8224,8224,0,13,33.0,91.0,96.0,387.0,644.0,1767936066,96504552342137973
S5CVNA0N101050,constant,16042,16042,0,35,28.0,91.0,129.0,647.0,1046.0,1767936068,96504558588391599
S5CVNA0N101050,constant,24167,24167,0,53,58.0,92.0,159.0,805.0,3339.0,1767936071,96504564840273117
S5CVNA0N101050,constant,32944,32944,0,85,36.0,92.0,278.0,1029.0,1921.0,1767936073,96504571095211242
S5CVNA0N101050,constant,41159,41159,0,116,56.0,92.0,351.0,1050.0,2090.0,1767936076,96504577344005508
S5CVNA0N101050,constant,49390,49390,0,109,58.0,92.0,430.0,1365.0,2314.0,1767936079,96504583574518932
S5CVNA0N101050,constant,57365,57365,0,127,57.0,92.0,509.0,1567.0,2511.0,1767936081,96504589812521541
S5CVNA0N101050,constant,65811,65811,0,159,48.0,93.0,647.0,1837.0,2704.0,1767936084,96504596047112502
S5CVNA0N101050,constant,74168,74168,0,181,58.0,93.0,790.0,2055.0,2885.0,1767936086,96504602307800391
S5CVNA0N101050,constant,81879,81879,0,199,58.0,94.0,935.0,2640.0,5293.0,1767936089,96504608538453756
S5CVNA0N101050,constant,90086,90086,0,211,51.0,94.0,1110.0,2541.0,4479.0,1767936092,96504614766638697
S5CVNA0N101050,constant,99242,99242,0,258,49.0,96.0,1259.0,2819.0,5046.0,1767936094,96504621029791149
S5CVNA0N101050,constant,107474,107474,0,324,58.0,98.0,1369.0,2698.0,4041.0,1767936097,96504627274760064
S5CVNA0N101050,constant,115488,115488,0,293,50.0,105.0,1522.0,2729.0,3290.0,1767936099,96504633520005216
S5CVNA0N101050,constant,123696,123696,0,323,50.0,113.0,1549.0,2680.0,3289.0,1767936102,96504639765665853
S5CVNA0N101050,constant,132248,132248,0,346,54.0,123.0,1675.0,2840.0,3420.0,1767936105,96504646021173597
S5CVNA0N101050,constant,140352,140352,0,337,59.0,135.0,1794.0,2871.0,3440.0,1767936107,96504652253285727
S5CVNA0N101050,constant,149292,149292,0,412,59.0,153.0,1906.0,3687.0,5404.0,1767936110,96504658512653625
S5CVNA0N101050,constant,156696,156696,0,412,58.0,183.0,2064.0,3183.0,4778.0,1767936112,96504664756265460
S5CVNA0N101050,constant,164803,164803,0,435,61.0,241.0,2109.0,3100.0,3665.0,1767936115,96504671014343406
S5CVNA0N101050,constant,173074,173074,0,479,61.0,301.0,2141.0,3283.0,5337.0,1767936118,96504677260594179
S5CVNA0N101050,constant,181503,181503,0,473,61.0,397.0,2323.0,3581.0,5401.0,1767936120,96504683515267680
S5CVNA0N101050,constant,190314,190314,0,532,59.0,465.0,2378.0,3287.0,3847.0,1767936123,96504689773017501
S5CVNA0N101050,constant,197257,197257,0,563,65.0,538.0,2450.0,3326.0,3835.0,1767936125,96504696022300149
S5CVNA0N101050,constant,206361,206361,0,575,66.0,597.0,2498.0,3347.0,3900.0,1767936128,96504702280428156
S5CVNA0N101050,constant,214378,214378,0,637,69.0,622.0,2558.0,4042.0,5524.0,1767936131,96504708538738758
S5CVNA0N101050,constant,222110,222110,0,652,66.0,730.0,2630.0,3421.0,3939.0,1767936133,96504714791681439
S5CVNA0N101050,constant,231649,231649,0,666,67.0,744.0,2634.0,3541.0,4899.0,1767936136,96504721056550821
S5CVNA0N101050,constant,240703,240703,0,609,75.0,905.0,2833.0,4062.0,5555.0,1767936138,96504727322552838
S5CVNA0N101050,constant,248291,248291,0,715,68.0,952.0,2840.0,3654.0,4246.0,1767936141,96504733579797201
