SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KB01161,constant,26448,26448,0,34,41.0,88.0,1163.0,2868.0,3859.0,1710125323,8549051951162106
S39WNA0KB01161,constant,52606,52606,0,70,46.0,89.0,1779.0,2971.0,3912.0,1710125327,8549062983177471
S39WNA0KB01161,constant,79768,79768,0,153,64.0,90.0,2126.0,3928.0,7276.0,1710125332,8549074065814674
S39WNA0KB01161,constant,105838,105838,0,170,67.0,93.0,2372.0,3489.0,4298.0,1710125337,8549085112555089
S39WNA0KB01161,constant,132571,132571,0,251,73.0,161.0,2516.0,3736.0,4832.0,1710125341,8549096180850957
S39WNA0KB01161,constant,159527,159527,0,309,74.0,364.0,2628.0,4288.0,7269.0,1710125346,8549107256632872
S39WNA0KB01161,constant,186180,186180,0,350,74.0,690.0,2687.0,4006.0,5312.0,1710125350,8549118328861560
S39WNA0KB01161,constant,212694,212694,0,606,75.0,992.0,4504.0,10574.0,14255.0,1710125355,8549129406611850
S39WNA0KB01161,constant,238847,238847,0,570,76.0,1118.0,2934.0,4697.0,6431.0,1710125360,8549140505962917
S39WNA0KB01161,constant,265321,265321,0,585,79.0,1555.0,3849.0,6010.0,7852.0,1710125364,8549151597057207
S39WNA0KB01161,constant,291513,291513,0,732,85.0,1744.0,4563.0,7762.0,10862.0,1710125369,8549162709569517
S39WNA0KB01161,constant,319056,319056,0,770,96.0,1819.0,3657.0,5660.0,8095.0,1710125374,8549173844030478
S39WNA0KB01161,constant,345763,345670,250,815,144.0,2264.0,5149.0,7821.0,inf,1710125378,8549184976560594
S39WNA0KB01161,constant,372232,371578,1768,912,245.0,2427.0,5520.0,inf,inf,1710125383,8549196114937920
S39WNA0KB01161,constant,398174,392986,14037,1034,647.0,3683.0,inf,inf,inf,1710125387,8549207256183321
S39WNA0KB01161,constant,424740,416416,22524,1191,2533.0,7238.0,inf,inf,inf,1710125392,8549218419047538
S39WNA0KB01161,constant,452407,413451,105378,1413,4510.0,15345.0,inf,inf,inf,1710125397,8549229617331852
S39WNA0KB01161,constant,478385,408222,189780,1449,5969.0,inf,inf,inf,inf,1710125401,8549240838326346
S39WNA0KB01161,constant,505222,418528,234436,1553,6224.0,inf,inf,inf,inf,1710125406,8549252059643526
S39WNA0KB01161,constant,531664,411500,324906,1652,6936.0,inf,inf,inf,inf,1710125411,8549263281278424
S39WNA0KB01161,constant,557901,406557,409565,1703,7390.0,inf,inf,inf,inf,1710125415,8549274504035997
S39WNA0KB01161,constant,584711,421125,442494,1883,7095.0,inf,inf,inf,inf,1710125420,8549285737681980
S39WNA0KB01161,constant,610852,422619,509107,1997,7461.0,inf,inf,inf,inf,1710125425,8549296971375051
S39WNA0KB01161,constant,637280,412663,607928,1988,8076.0,inf,inf,inf,inf,1710125430,8549308207900491
S39WNA0KB01161,constant,664101,418217,665419,2117,8222.0,inf,inf,inf,inf,1710125434,8549319454384290
S39WNA0KB01161,constant,691157,424970,720067,2188,8252.0,inf,inf,inf,inf,1710125439,8549330709043452
S39WNA0KB01161,constant,717595,420711,803588,2336,8648.0,inf,inf,inf,inf,1710125444,8549341962064752
S39WNA0KB01161,constant,744858,409858,905452,2424,9799.0,inf,inf,inf,inf,1710125448,8549353232591610
S39WNA0KB01161,constant,771525,413882,966969,2564,10176.0,inf,inf,inf,inf,1710125453,8549364496496814
S39WNA0KB01161,constant,798033,424913,1008695,2588,9853.0,inf,inf,inf,inf,1710125458,8549375770516914
