SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S47ANA0M403316,constant,54642,54642,0,114,78.0,94.0,139.0,172.0,208.0,1707848412,1425993678405051
S47ANA0M403316,constant,109047,109047,0,255,80.0,101.0,155.0,203.0,259.0,1707848416,1426004703659313
S47ANA0M403316,constant,164205,164205,0,372,82.0,117.0,171.0,231.0,301.0,1707848421,1426015754815860
S47ANA0M403316,constant,219221,219221,0,496,87.0,130.0,194.0,273.0,362.0,1707848425,1426026842025120
S47ANA0M403316,constant,274391,274391,0,722,90.0,141.0,219.0,308.0,404.0,1707848430,1426037923685112
S47ANA0M403316,constant,328404,328404,0,795,93.0,153.0,251.0,367.0,500.0,1707848435,1426049004491565
S47ANA0M403316,constant,384157,384157,0,1003,96.0,169.0,290.0,429.0,573.0,1707848439,1426060111515759
S47ANA0M403316,constant,438028,438028,0,1262,101.0,189.0,338.0,503.0,699.0,1707848444,1426071226517631
S47ANA0M403316,constant,493747,493747,0,1430,111.0,220.0,411.0,628.0,870.0,1707848449,1426082354766885
S47ANA0M403316,constant,548305,548305,0,1525,125.0,261.0,501.0,772.0,1041.0,1707848453,1426093487025234
S47ANA0M403316,constant,602880,602880,0,1887,143.0,326.0,648.0,1005.0,1326.0,1707848458,1426104637538028
S47ANA0M403316,constant,657670,657670,0,2137,162.0,435.0,894.0,1338.0,1802.0,1707848462,1426115807696523
S47ANA0M403316,constant,712336,712336,0,2435,310.0,855.0,1975.0,3759.0,4525.0,1707848467,1426126987656357
S47ANA0M403316,constant,767467,718589,132209,3302,3099.0,7656.0,inf,inf,inf,1707848472,1426138187019621
S47ANA0M403316,constant,821891,719290,277485,3794,3836.0,inf,inf,inf,inf,1707848477,1426149451894851
S47ANA0M403316,constant,877649,718724,429786,3991,4142.0,inf,inf,inf,inf,1707848481,1426160713148451
S47ANA0M403316,constant,931777,719676,573155,4173,4268.0,inf,inf,inf,inf,1707848486,1426171991882178
S47ANA0M403316,constant,986320,718556,724432,4563,4524.0,inf,inf,inf,inf,1707848491,1426183276080873
S47ANA0M403316,constant,1041280,717999,874214,4702,4672.0,inf,inf,inf,inf,1707848495,1426194573364632
S47ANA0M403316,constant,1098007,719374,1023783,5230,4766.0,inf,inf,inf,inf,1707848500,1426205876958597
