SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
SDM000024C8D,constant,33169,33169,0,60,81.0,87.0,128.0,332.0,420.0,1767973391,96547770230212434
SDM000024C8D,constant,65635,65635,0,154,82.0,88.0,230.0,354.0,430.0,1767973393,96547776469801134
SDM000024C8D,constant,98958,98958,0,273,82.0,89.0,280.0,386.0,1843.0,1767973396,96547782718045872
SDM000024C8D,constant,131314,131314,0,374,82.0,92.0,295.0,391.0,1934.0,1767973399,96547788958588524
SDM000024C8D,constant,165024,165024,0,482,83.0,96.0,309.0,409.0,1635.0,1767973401,96547795215618756
SDM000024C8D,constant,198527,198527,0,649,83.0,102.0,320.0,424.0,2220.0,1767973404,96547801461660666
SDM000024C8D,constant,231526,231526,0,792,84.0,112.0,330.0,428.0,1638.0,1767973406,96547807712474295
SDM000024C8D,constant,264601,264601,0,960,85.0,127.0,339.0,461.0,2217.0,1767973409,96547813963180686
SDM000024C8D,constant,297822,297822,0,1069,85.0,140.0,348.0,505.0,2294.0,1767973412,96547820217500934
SDM000024C8D,constant,331156,331156,0,1152,86.0,156.0,357.0,545.0,2213.0,1767973414,96547826477323815
SDM000024C8D,constant,363936,363936,0,1334,87.0,178.0,366.0,649.0,2304.0,1767973417,96547832741217861
SDM000024C8D,constant,396430,396430,0,1560,87.0,200.0,381.0,755.0,2433.0,1767973419,96547838996149368
SDM000024C8D,constant,430031,430031,0,1698,88.0,220.0,404.0,878.0,2386.0,1767973422,96547845265831125
SDM000024C8D,constant,462747,462747,0,1873,89.0,235.0,427.0,916.0,2409.0,1767973425,96547851534268791
SDM000024C8D,constant,494111,494111,0,2087,90.0,254.0,461.0,1167.0,2453.0,1767973427,96547857799544724
SDM000024C8D,constant,528447,528447,0,2315,91.0,269.0,495.0,1538.0,2569.0,1767973430,96547864077004719
SDM000024C8D,constant,562535,562535,0,2542,93.0,283.0,530.0,1624.0,2684.0,1767973432,96547870350355989
SDM000024C8D,constant,595535,595535,0,2746,95.0,297.0,573.0,1779.0,2720.0,1767973435,96547876632372213
SDM000024C8D,constant,627740,627740,0,3069,97.0,310.0,633.0,1738.0,2654.0,1767973438,96547882911025887
SDM000024C8D,constant,659518,659518,0,3305,100.0,324.0,686.0,1869.0,2740.0,1767973440,96547889195326500
SDM000024C8D,constant,694440,694440,0,3869,103.0,342.0,764.0,1996.0,2669.0,1767973443,96547895485402092
SDM000024C8D,constant,726890,726890,0,4006,107.0,363.0,841.0,1985.0,2706.0,1767973446,96547901778648051
SDM000024C8D,constant,759137,759137,0,4501,112.0,392.0,931.0,2127.0,2790.0,1767973448,96547908073883202
SDM000024C8D,constant,792748,792748,0,4766,119.0,424.0,1054.0,2208.0,2786.0,1767973451,96547914369173430
SDM000024C8D,constant,826051,826051,0,5081,127.0,477.0,1205.0,2318.0,2851.0,1767973453,96547920672864837
SDM000024C8D,constant,856224,856224,0,5550,139.0,537.0,1340.0,2382.0,2894.0,1767973456,96547926975572397
SDM000024C8D,constant,891224,891224,0,5944,156.0,610.0,1502.0,2486.0,2987.0,1767973459,96547933285701456
SDM000024C8D,constant,925710,925710,0,6265,181.0,731.0,1699.0,2607.0,3056.0,1767973461,96547939598153985
SDM000024C8D,constant,956572,956572,0,6827,215.0,889.0,1962.0,2822.0,3381.0,1767973464,96547945914476973
SDM000024C8D,constant,989012,989012,0,6754,266.0,1045.0,2193.0,2998.0,3583.0,1767973467,96547952234198343
