SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KB01161,constant,19812,19812,0,31,17.0,77.0,91.0,2282.0,3123.0,1710125478,8549423520042306
S39WNA0KB01161,constant,39726,39726,0,65,17.0,80.0,945.0,2979.0,4420.0,1710125482,8549434566470700
S39WNA0KB01161,constant,59662,59662,0,97,17.0,86.0,1585.0,2960.0,4008.0,1710125487,8549445612524883
S39WNA0KB01161,constant,79721,79721,0,142,18.0,87.0,1813.0,3038.0,4062.0,1710125491,8549456682718830
S39WNA0KB01161,constant,99597,99597,0,161,18.0,88.0,1965.0,3357.0,5004.0,1710125496,8549467725962568
S39WNA0KB01161,constant,119328,119328,0,200,19.0,88.0,2224.0,3433.0,4248.0,1710125501,8549478779814873
S39WNA0KB01161,constant,139578,139578,0,271,19.0,89.0,2220.0,3549.0,4851.0,1710125505,8549489848164900
S39WNA0KB01161,constant,159691,159691,0,318,20.0,90.0,2340.0,3444.0,4171.0,1710125510,8549500925100522
S39WNA0KB01161,constant,178579,178579,0,374,21.0,92.0,2407.0,3703.0,5023.0,1710125514,8549511986453454
S39WNA0KB01161,constant,199280,199280,0,438,22.0,97.0,2428.0,3633.0,4813.0,1710125519,8549523065993181
S39WNA0KB01161,constant,219303,219303,0,540,23.0,259.0,2915.0,5211.0,7952.0,1710125524,8549534153640957
S39WNA0KB01161,constant,238886,238886,0,556,36.0,865.0,2851.0,4506.0,6697.0,1710125528,8549545242767715
S39WNA0KB01161,constant,258726,258726,0,644,44.0,1094.0,3209.0,5315.0,7691.0,1710125533,8549556345983034
S39WNA0KB01161,constant,279373,279340,89,1093,44.0,1450.0,5979.0,10089.0,inf,1710125538,8549567464655664
S39WNA0KB01161,constant,298782,298551,626,658,44.0,1644.0,6086.0,12006.0,inf,1710125542,8549578578442194
S39WNA0KB01161,constant,319063,318643,1137,874,58.0,1966.0,5832.0,inf,inf,1710125547,8549589695873034
S39WNA0KB01161,constant,338770,335880,7819,889,101.0,3579.0,14531.0,inf,inf,1710125551,8549600831708898
S39WNA0KB01161,constant,359174,356612,6932,927,180.0,3627.0,11326.0,inf,inf,1710125556,8549611983591993
S39WNA0KB01161,constant,379009,372969,16346,1034,1804.0,6110.0,inf,inf,inf,1710125561,8549623136420598
S39WNA0KB01161,constant,398700,373587,67947,1115,3869.0,12734.0,inf,inf,inf,1710125565,8549634309755472
S39WNA0KB01161,constant,417715,375717,113715,1185,4946.0,inf,inf,inf,inf,1710125570,8549645510871012
S39WNA0KB01161,constant,438765,369802,186537,1241,6298.0,inf,inf,inf,inf,1710125575,8549656731970242
S39WNA0KB01161,constant,458056,379221,213220,1313,6388.0,inf,inf,inf,inf,1710125579,8549667951582786
S39WNA0KB01161,constant,478416,375597,278210,1456,7213.0,inf,inf,inf,inf,1710125584,8549679171492837
S39WNA0KB01161,constant,498296,377908,326067,1512,7605.0,inf,inf,inf,inf,1710125589,8549690387753157
S39WNA0KB01161,constant,518408,368715,404964,1613,8283.0,inf,inf,inf,inf,1710125593,8549701623290019
S39WNA0KB01161,constant,538789,374552,444258,1572,8439.0,inf,inf,inf,inf,1710125598,8549712855937704
S39WNA0KB01161,constant,559993,374622,500934,1736,8815.0,inf,inf,inf,inf,1710125603,8549724096439716
S39WNA0KB01161,constant,579236,378265,543818,1683,8759.0,inf,inf,inf,inf,1710125607,8549735327754033
S39WNA0KB01161,constant,597407,377917,593988,1808,9073.0,inf,inf,inf,inf,1710125612,8549746571338005
