SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
SDM00001C5D1,constant,24778,24778,0,35,17.0,85.0,751.0,1142.0,1185.0,1710127166,2786354640781740
SDM00001C5D1,constant,49673,49673,0,92,18.0,84.0,168.0,334.0,414.0,1710127171,2786365693586901
SDM00001C5D1,constant,74510,74510,0,130,18.0,85.0,231.0,347.0,416.0,1710127175,2786376730510215
SDM00001C5D1,constant,99387,99387,0,185,18.0,85.0,265.0,364.0,435.0,1710127180,2786387783920998
SDM00001C5D1,constant,124434,124434,0,265,18.0,85.0,280.0,371.0,536.0,1710127184,2786398850697849
SDM00001C5D1,constant,149093,149093,0,277,18.0,86.0,292.0,385.0,981.0,1710127189,2786409895896918
SDM00001C5D1,constant,174085,174085,0,385,19.0,86.0,300.0,392.0,1044.0,1710127194,2786420969321202
SDM00001C5D1,constant,199508,199508,0,447,19.0,87.0,307.0,399.0,779.0,1710127198,2786432032872336
SDM00001C5D1,constant,223667,223667,0,494,19.0,88.0,317.0,432.0,1673.0,1710127203,2786443111124979
SDM00001C5D1,constant,249244,249244,0,540,20.0,89.0,329.0,476.0,1390.0,1710127207,2786454196203996
SDM00001C5D1,constant,274188,274188,0,606,20.0,90.0,335.0,494.0,1845.0,1710127212,2786465285013348
SDM00001C5D1,constant,299182,299182,0,691,20.0,93.0,342.0,501.0,1795.0,1710127217,2786476371387951
SDM00001C5D1,constant,323471,323471,0,817,21.0,95.0,347.0,511.0,1973.0,1710127221,2786487466390350
SDM00001C5D1,constant,349148,349148,0,968,21.0,100.0,354.0,522.0,1883.0,1710127226,2786498576089746
SDM00001C5D1,constant,373710,373710,0,892,22.0,108.0,361.0,536.0,2145.0,1710127231,2786509684608000
SDM00001C5D1,constant,399038,399038,0,989,23.0,123.0,371.0,553.0,2166.0,1710127235,2786520799176174
SDM00001C5D1,constant,422740,422740,0,1007,24.0,144.0,388.0,566.0,2224.0,1710127240,2786531899965360
SDM00001C5D1,constant,448374,448374,0,1115,25.0,161.0,400.0,572.0,2281.0,1710127244,2786543043427704
SDM00001C5D1,constant,473739,473739,0,1222,26.0,177.0,414.0,587.0,2351.0,1710127249,2786554169782680
SDM00001C5D1,constant,498728,498728,0,1311,27.0,191.0,422.0,595.0,2399.0,1710127254,2786565308658705
SDM00001C5D1,constant,523517,523517,0,1373,29.0,204.0,431.0,607.0,2354.0,1710127258,2786576448446169
SDM00001C5D1,constant,548663,548663,0,1404,31.0,216.0,444.0,643.0,2332.0,1710127263,2786587600507881
SDM00001C5D1,constant,573514,573514,0,1497,33.0,228.0,458.0,668.0,2407.0,1710127268,2786598749551494
SDM00001C5D1,constant,598633,598633,0,1545,36.0,239.0,470.0,691.0,2458.0,1710127272,2786609907948981
SDM00001C5D1,constant,622964,622964,0,1705,41.0,253.0,487.0,735.0,2496.0,1710127277,2786621065525521
SDM00001C5D1,constant,647772,647772,0,1826,46.0,267.0,510.0,829.0,2467.0,1710127282,2786632238235843
SDM00001C5D1,constant,672927,669747,8603,2943,2235.0,5088.0,11604.0,inf,inf,1710127286,2786643415476525
SDM00001C5D1,constant,697303,671171,70671,3170,3476.0,6622.0,inf,inf,inf,1710127291,2786654664241071
SDM00001C5D1,constant,722279,670029,141372,3190,3676.0,7268.0,inf,inf,inf,1710127296,2786665902521514
SDM00001C5D1,constant,747210,619458,345756,3107,4450.0,inf,inf,inf,inf,1710127300,2786677148489853
