SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KC02078,constant,17232,17232,0,159,74.0,88.0,101.0,2355.0,3129.0,1707848509,3971191030518162
S39WNA0KC02078,constant,34664,34664,0,52,74.0,88.0,803.0,2669.0,3753.0,1707848514,3971202089974362
S39WNA0KC02078,constant,52047,52047,0,96,74.0,88.0,1318.0,2828.0,4059.0,1707848518,3971213145232404
S39WNA0KC02078,constant,69737,69737,0,128,74.0,89.0,1677.0,3249.0,4656.0,1707848523,3971224185830886
S39WNA0KC02078,constant,86791,86791,0,164,74.0,89.0,1967.0,3279.0,4859.0,1707848528,3971235223635312
S39WNA0KC02078,constant,104173,104173,0,194,74.0,91.0,2082.0,3101.0,4188.0,1707848532,3971246293588164
S39WNA0KC02078,constant,121744,121744,0,267,74.0,93.0,2196.0,3484.0,4895.0,1707848537,3971257353643029
S39WNA0KC02078,constant,139433,139433,0,268,75.0,96.0,2265.0,3486.0,4812.0,1707848541,3971268428272878
S39WNA0KC02078,constant,156646,156646,0,325,75.0,101.0,2309.0,3302.0,4164.0,1707848546,3971279488873785
S39WNA0KC02078,constant,174038,174038,0,363,75.0,112.0,2364.0,3575.0,4841.0,1707848551,3971290558154652
S39WNA0KC02078,constant,192226,192226,0,450,76.0,128.0,2431.0,3584.0,4391.0,1707848555,3971301651079527
S39WNA0KC02078,constant,208709,208709,0,434,76.0,163.0,2536.0,4006.0,5928.0,1707848560,3971312718609102
S39WNA0KC02078,constant,225744,225744,0,521,77.0,196.0,2533.0,3735.0,4381.0,1707848565,3971323812199911
S39WNA0KC02078,constant,244383,244383,0,524,78.0,444.0,2598.0,3997.0,5463.0,1707848569,3971334918849432
S39WNA0KC02078,constant,261273,261273,0,609,79.0,624.0,2689.0,4129.0,6079.0,1707848574,3971346011922546
S39WNA0KC02078,constant,278447,278447,0,650,80.0,715.0,2692.0,4024.0,4650.0,1707848578,3971357118518076
S39WNA0KC02078,constant,296278,296278,0,625,82.0,891.0,2831.0,4209.0,5463.0,1707848583,3971368230854643
S39WNA0KC02078,constant,314211,314211,0,792,86.0,1081.0,2983.0,4373.0,6323.0,1707848588,3971379342386520
S39WNA0KC02078,constant,330994,330994,0,783,88.0,1191.0,3112.0,4413.0,6191.0,1707848592,3971390470800369
S39WNA0KC02078,constant,348529,348529,0,829,92.0,1331.0,3187.0,4495.0,6115.0,1707848597,3971401594424487
