SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
SDM000024C8D,constant,31108,31108,0,67,26.0,87.0,152.0,333.0,692.0,1767976099,96554270904021054
SDM000024C8D,constant,62847,62847,0,140,79.0,88.0,255.0,360.0,429.0,1767976102,96554277156798273
SDM000024C8D,constant,94176,94176,0,291,29.0,88.0,282.0,372.0,457.0,1767976105,96554283397178640
SDM000024C8D,constant,124919,124919,0,355,28.0,90.0,301.0,393.0,1164.0,1767976107,96554289646930965
SDM000024C8D,constant,156055,156055,0,510,28.0,91.0,311.0,404.0,1190.0,1767976110,96554295890055135
SDM000024C8D,constant,188726,188726,0,528,31.0,95.0,323.0,418.0,1655.0,1767976112,96554302138603620
SDM000024C8D,constant,219532,219532,0,704,34.0,102.0,330.0,427.0,1807.0,1767976115,96554308393029504
SDM000024C8D,constant,251612,251612,0,881,34.0,115.0,337.0,439.0,2131.0,1767976118,96554314646293905
SDM000024C8D,constant,283018,283018,0,936,35.0,138.0,347.0,500.0,2065.0,1767976120,96554320895504523
SDM000024C8D,constant,312674,312674,0,1137,38.0,159.0,363.0,543.0,2118.0,1767976123,96554327150363277
SDM000024C8D,constant,345106,345106,0,1238,40.0,184.0,385.0,626.0,2342.0,1767976125,96554333409017703
SDM000024C8D,constant,376453,376453,0,1353,44.0,203.0,394.0,627.0,2222.0,1767976128,96554339671573920
SDM000024C8D,constant,407437,407437,0,1584,45.0,219.0,404.0,739.0,2484.0,1767976131,96554345932187115
SDM000024C8D,constant,438342,438342,0,1652,47.0,237.0,425.0,1023.0,2462.0,1767976133,96554352202533456
SDM000024C8D,constant,471712,471712,0,1930,57.0,251.0,437.0,1009.0,2485.0,1767976136,96554358471141162
SDM000024C8D,constant,500841,500841,0,2109,55.0,265.0,456.0,1123.0,2478.0,1767976138,96554364737690178
SDM000024C8D,constant,533918,533918,0,2228,60.0,278.0,483.0,1192.0,2423.0,1767976141,96554371011324891
SDM000024C8D,constant,565750,565750,0,2378,67.0,290.0,518.0,1442.0,2560.0,1767976144,96554377292417958
SDM000024C8D,constant,596467,596467,0,2634,74.0,300.0,533.0,1656.0,2631.0,1767976146,96554383566789249
SDM000024C8D,constant,628521,628521,0,2835,80.0,311.0,550.0,1705.0,2715.0,1767976149,96554389849425744
SDM000024C8D,constant,660782,660782,0,3178,83.0,325.0,579.0,1744.0,2712.0,1767976152,96554396137377666
SDM000024C8D,constant,692646,692646,0,3264,86.0,340.0,618.0,1835.0,2750.0,1767976154,96554402423873361
SDM000024C8D,constant,722798,722798,0,3517,90.0,356.0,656.0,1909.0,2809.0,1767976157,96554408713660908
SDM000024C8D,constant,753401,753401,0,3651,102.0,378.0,709.0,2000.0,2781.0,1767976159,96554415006416583
SDM000024C8D,constant,785958,785958,0,3848,152.0,446.0,806.0,2049.0,2804.0,1767976162,96554421304323054
SDM000024C8D,constant,816295,816295,0,4043,233.0,724.0,1297.0,2195.0,2848.0,1767976165,96554427601635066
SDM000024C8D,constant,848532,827723,18774,4680,2320.0,4965.0,inf,inf,inf,1767976167,96554433907651119
SDM000024C8D,constant,878235,826613,46641,3942,2702.0,5692.0,inf,inf,inf,1767976170,96554440240375533
SDM000024C8D,constant,911157,823830,78798,3917,2959.0,6672.0,inf,inf,inf,1767976173,96554446581190974
SDM000024C8D,constant,945097,827397,106130,3979,3117.0,inf,inf,inf,inf,1767976175,96554452923257034
