SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KC02078,constant,54669,54669,0,117,75.0,89.0,118.0,149.0,177.0,1707848405,3970941920028444
S39WNA0KC02078,constant,109100,109100,0,218,77.0,91.0,134.0,162.0,199.0,1707848410,3970952970492291
S39WNA0KC02078,constant,164218,164218,0,330,78.0,94.0,141.0,180.0,221.0,1707848415,3970964041395135
S39WNA0KC02078,constant,219504,219504,0,520,81.0,99.0,149.0,194.0,235.0,1707848419,3970975109953878
S39WNA0KC02078,constant,273739,273739,0,583,83.0,106.0,159.0,209.0,256.0,1707848424,3970986177354093
S39WNA0KC02078,constant,328889,328889,0,793,85.0,115.0,170.0,224.0,278.0,1707848428,3970997271039051
S39WNA0KC02078,constant,383335,383335,0,906,87.0,124.0,183.0,243.0,310.0,1707848433,3971008372967466
S39WNA0KC02078,constant,438357,438357,0,1084,89.0,132.0,196.0,261.0,330.0,1707848438,3971019484099761
S39WNA0KC02078,constant,493563,493563,0,1247,91.0,139.0,210.0,283.0,355.0,1707848442,3971030620101789
S39WNA0KC02078,constant,548627,548627,0,1545,93.0,147.0,225.0,304.0,387.0,1707848447,3971041753647567
S39WNA0KC02078,constant,603594,603594,0,1754,96.0,156.0,244.0,335.0,425.0,1707848452,3971052905170389
S39WNA0KC02078,constant,658727,658727,0,2024,100.0,167.0,265.0,363.0,472.0,1707848456,3971064067805085
S39WNA0KC02078,constant,711244,711244,0,2217,104.0,179.0,289.0,403.0,514.0,1707848461,3971075227067865
S39WNA0KC02078,constant,767641,767641,0,2435,109.0,195.0,318.0,444.0,569.0,1707848466,3971086423358745
S39WNA0KC02078,constant,822127,822127,0,2728,116.0,214.0,354.0,498.0,651.0,1707848470,3971097623761743
S39WNA0KC02078,constant,875740,875740,0,2978,125.0,236.0,396.0,564.0,768.0,1707848475,3971108825477658
S39WNA0KC02078,constant,932884,932884,0,3305,139.0,269.0,460.0,681.0,1198.0,1707848480,3971120057350845
S39WNA0KC02078,constant,988122,988122,0,3510,170.0,336.0,580.0,972.0,1881.0,1707848484,3971131292502225
S39WNA0KC02078,constant,1040360,1013939,71443,5029,582.0,6256.0,inf,inf,inf,1707848489,3971142544099860
S39WNA0KC02078,constant,1096197,1012913,225105,5703,2331.0,5809.0,inf,inf,inf,1707848494,3971153876762505
