SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S5CVNA0N101050,constant,9805,9805,0,16,75.0,91.0,98.0,482.0,803.0,1767935134,96502316678713095
S5CVNA0N101050,constant,19585,19585,0,34,76.0,92.0,143.0,717.0,1076.0,1767935137,96502322921842182
S5CVNA0N101050,constant,29693,29693,0,54,76.0,92.0,184.0,926.0,1812.0,1767935139,96502329179662755
S5CVNA0N101050,constant,39498,39498,0,117,76.0,93.0,331.0,1566.0,2833.0,1767935142,96502335412339224
S5CVNA0N101050,constant,49402,49402,0,124,76.0,93.0,494.0,1746.0,2827.0,1767935144,96502341659841495
S5CVNA0N101050,constant,59564,59564,0,133,76.0,93.0,633.0,2030.0,2697.0,1767935147,96502347908215023
S5CVNA0N101050,constant,69457,69457,0,181,76.0,94.0,818.0,2234.0,2931.0,1767935150,96502354148854056
S5CVNA0N101050,constant,78622,78622,0,183,76.0,95.0,966.0,2375.0,3066.0,1767935152,96502360375647225
S5CVNA0N101050,constant,89036,89036,0,209,77.0,97.0,1239.0,2592.0,3458.0,1767935155,96502366640264391
S5CVNA0N101050,constant,98683,98683,0,283,77.0,100.0,1358.0,2683.0,3268.0,1767935157,96502372879815162
S5CVNA0N101050,constant,109045,109045,0,275,77.0,109.0,1629.0,2736.0,3296.0,1767935160,96502379121056046
S5CVNA0N101050,constant,118929,118929,0,281,77.0,118.0,1713.0,2880.0,3419.0,1767935163,96502385372475822
S5CVNA0N101050,constant,128697,128697,0,330,77.0,127.0,1884.0,3013.0,3685.0,1767935165,96502391614325877
S5CVNA0N101050,constant,139130,139130,0,354,77.0,135.0,1957.0,3008.0,3592.0,1767935168,96502397868915951
S5CVNA0N101050,constant,149025,149025,0,418,77.0,146.0,2135.0,3120.0,3652.0,1767935170,96502404119153352
S5CVNA0N101050,constant,158402,158402,0,433,78.0,154.0,2154.0,3128.0,3817.0,1767935173,96502410364356576
S5CVNA0N101050,constant,168685,168685,0,461,78.0,254.0,2433.0,4379.0,5592.0,1767935176,96502416616961820
S5CVNA0N101050,constant,178943,178943,0,482,78.0,360.0,2528.0,3461.0,4072.0,1767935178,96502422870697827
S5CVNA0N101050,constant,188413,188413,0,510,78.0,387.0,2523.0,3478.0,5232.0,1767935181,96502429121490072
S5CVNA0N101050,constant,198717,198717,0,578,79.0,633.0,2834.0,4193.0,5608.0,1767935183,96502435382215860
S5CVNA0N101050,constant,207676,207676,0,595,79.0,704.0,2859.0,3776.0,4279.0,1767935186,96502441634897376
S5CVNA0N101050,constant,217749,217749,0,591,79.0,759.0,2896.0,3823.0,4456.0,1767935189,96502447888768482
S5CVNA0N101050,constant,228123,228123,0,619,80.0,920.0,3010.0,3891.0,4510.0,1767935191,96502454145874185
S5CVNA0N101050,constant,238565,238565,0,672,80.0,964.0,3038.0,3910.0,4440.0,1767935194,96502460413329717
S5CVNA0N101050,constant,247513,247513,0,717,81.0,1053.0,3064.0,3931.0,4523.0,1767935196,96502466670954039
S5CVNA0N101050,constant,257922,257922,0,786,82.0,1132.0,3076.0,3973.0,4652.0,1767935199,96502472936341710
S5CVNA0N101050,constant,268253,268253,0,725,83.0,1204.0,3109.0,3918.0,4491.0,1767935202,96502479195916320
S5CVNA0N101050,constant,276018,276018,0,2845,89.0,1431.0,3583.0,9590.0,11951.0,1767935204,96502485466904568
S5CVNA0N101050,constant,288541,288541,0,796,91.0,1432.0,3285.0,4166.0,4787.0,1767935207,96502491733453917
S5CVNA0N101050,constant,297939,297939,0,891,96.0,1661.0,3490.0,4523.0,5552.0,1767935210,96502498000830597
