SerialNumber,Distribution,Target,Actual,Dropped,NeverSent,Median,90th,99th,99.9th,99.99th,Start,StartTsc
S39WNA0KC02074,constant,39344,39344,0,112,74.0,88.0,108.0,141.0,156.0,1767940684,96518061738313443
S39WNA0KC02074,constant,78400,78400,0,248,75.0,89.0,126.0,152.0,182.0,1767940687,96518067983976861
S39WNA0KC02074,constant,118928,118928,0,353,76.0,91.0,134.0,163.0,200.0,1767940689,96518074243600023
S39WNA0KC02074,constant,158434,158434,0,516,78.0,94.0,140.0,177.0,209.0,1767940692,96518080489493733
S39WNA0KC02074,constant,198085,198085,0,616,80.0,98.0,146.0,188.0,222.0,1767940695,96518086737378210
S39WNA0KC02074,constant,238567,238567,0,854,82.0,102.0,154.0,201.0,244.0,1767940697,96518092980719496
S39WNA0KC02074,constant,278386,278386,0,909,84.0,107.0,160.0,210.0,261.0,1767940700,96518099239079661
S39WNA0KC02074,constant,316835,316835,0,1114,85.0,113.0,168.0,221.0,270.0,1767940702,96518105486509029
S39WNA0KC02074,constant,356492,356492,0,1200,87.0,120.0,177.0,237.0,299.0,1767940705,96518111744028438
S39WNA0KC02074,constant,397851,397851,0,1368,88.0,126.0,188.0,248.0,312.0,1767940708,96518118011659947
S39WNA0KC02074,constant,436456,436456,0,1572,89.0,131.0,196.0,260.0,324.0,1767940710,96518124274851957
S39WNA0KC02074,constant,476764,476764,0,1644,90.0,137.0,206.0,275.0,337.0,1767940713,96518130542528844
S39WNA0KC02074,constant,514832,514832,0,1796,92.0,143.0,216.0,292.0,371.0,1767940716,96518136807575400
S39WNA0KC02074,constant,555947,555947,0,1960,93.0,148.0,229.0,310.0,391.0,1767940718,96518143082559906
S39WNA0KC02074,constant,593251,593251,0,2254,96.0,155.0,242.0,330.0,413.0,1767940721,96518149352440566
S39WNA0KC02074,constant,633528,633528,0,2383,98.0,162.0,257.0,354.0,459.0,1767940723,96518155634669496
S39WNA0KC02074,constant,674038,674038,0,2549,100.0,170.0,271.0,369.0,473.0,1767940726,96518161916982633
S39WNA0KC02074,constant,715752,715752,0,2719,104.0,180.0,290.0,399.0,502.0,1767940729,96518168203529703
S39WNA0KC02074,constant,754376,754376,0,2987,107.0,190.0,308.0,428.0,551.0,1767940731,96518174489444841
S39WNA0KC02074,constant,794235,794235,0,3170,111.0,202.0,333.0,464.0,596.0,1767940734,96518180783481504
S39WNA0KC02074,constant,833935,833935,0,3215,116.0,218.0,361.0,510.0,662.0,1767940736,96518187076305516
S39WNA0KC02074,constant,874264,874264,0,3421,122.0,233.0,391.0,555.0,730.0,1767940739,96518193374063307
S39WNA0KC02074,constant,914117,914117,0,3804,130.0,253.0,435.0,656.0,1013.0,1767940742,96518199676728003
S39WNA0KC02074,constant,950014,950014,0,4003,139.0,276.0,473.0,701.0,1219.0,1767940744,96518205975119919
S39WNA0KC02074,constant,992729,992729,0,4332,156.0,316.0,564.0,984.0,1954.0,1767940747,96518212286698296
S39WNA0KC02074,constant,1031599,1031599,0,5062,297.0,923.0,3167.0,5875.0,6335.0,1767940750,96518218596617880
S39WNA0KC02074,constant,1071571,1037090,31089,5095,1012.0,5748.0,inf,inf,inf,1767940752,96518224931209734
S39WNA0KC02074,constant,1113250,1037647,68197,5443,2782.0,5499.0,inf,inf,inf,1767940755,96518231289787635
S39WNA0KC02074,constant,1150462,1037876,101551,5878,2375.0,6969.0,inf,inf,inf,1767940758,96518237638021905
S39WNA0KC02074,constant,1187994,1036318,137013,6038,2557.0,inf,inf,inf,inf,1767940760,96518243988145455
